Match Day,Match Date (UTC),Match Time(New York),Match Time(London),Match Time(Moscow),Match Time(Dubai),Match Time(Shanghai),Fixture,Stadium,Home Team,Home Goal,Away Goal,Away Team,Win %,Draw %,Loss %,Projected Home Goal,Projected Away Goal,Last Update Time,Stage,Status,Match Time(Chicago),Match Time(Albuqerque),Match Time(San Francisco),Result
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,Athletic Club vs Villarreal CF,San Mamés,Athletic Club,1.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,H
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,CA Osasuna vs Real Betis,El Sadar,CA Osasuna,0.0,0.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,D
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,Elche CF vs Valencia CF,Martínez Valero,Elche CF,3.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,H
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,FC Barcelona vs RCD Espanyol,Spotify Camp Nou,FC Barcelona,3.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,H
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,Levante UD vs Getafe CF,Ciutat de Valencia,Levante UD,3.0,2.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,H
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,RC Celta vs Real Oviedo,Estadio Abanca-Balaídos,RC Celta,0.0,1.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,A
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,RCD Mallorca vs Rayo Vallecano,Estadi Mallorca Son Moix,RCD Mallorca,1.0,1.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,D
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,Real Madrid vs Girona FC,Santiago Bernabéu,Real Madrid,1.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,H
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,Real Sociedad vs Deportivo Alavés,Estadio Municipal de Anoeta,Real Sociedad,2.0,1.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,H
31,2026-04-12,2026-04-12 14:00:00,2026-04-12 19:00:00,2026-04-12 21:00:00,2026-04-12 22:00:00,2026-04-13 02:00:00,Sevilla FC vs Atlético de Madrid,Ramón Sánchez-Pizjuán,Sevilla FC,1.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-12 13:00:00,2026-04-12 12:00:00,2026-04-12 11:00:00,H
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Atlético de Madrid vs Athletic Club,Riyadh Air Metropolitano,Atlético de Madrid,1.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,H
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,CA Osasuna vs Sevilla FC,El Sadar,CA Osasuna,1.0,1.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,D
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Deportivo Alavés vs RCD Mallorca,Mendizorroza,Deportivo Alavés,2.0,0.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,H
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Getafe CF vs FC Barcelona,Estadio Coliseum,Getafe CF,2.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,H
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,RCD Espanyol vs Levante UD,RCDE Stadium,RCD Espanyol,2.0,2.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,D
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Rayo Vallecano vs Real Sociedad,Estadio de Vallecas,Rayo Vallecano,1.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,H
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Real Betis vs Real Madrid,Estadio La Cartuja de Sevilla,Real Betis,0.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,D
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Real Oviedo vs Elche CF,Carlos Tartiere,Real Oviedo,2.0,1.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,H
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Valencia CF vs Girona FC,Mestalla,Valencia CF,1.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,H
32,2026-04-19,2026-04-19 14:00:00,2026-04-19 19:00:00,2026-04-19 21:00:00,2026-04-19 22:00:00,2026-04-20 02:00:00,Villarreal CF vs RC Celta,Estadio de la Cerámica,Villarreal CF,1.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-19 13:00:00,2026-04-19 12:00:00,2026-04-19 11:00:00,H
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Athletic Club vs CA Osasuna,San Mamés,Athletic Club,3.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,H
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Elche CF vs Atlético de Madrid,Martínez Valero,Elche CF,0.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,D
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,FC Barcelona vs RC Celta,Spotify Camp Nou,FC Barcelona,3.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,H
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Girona FC vs Real Betis,Municipal de Montilivi,Girona FC,1.0,0.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,H
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Levante UD vs Sevilla FC,Ciutat de Valencia,Levante UD,2.0,6.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,A
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,RCD Mallorca vs Valencia CF,Estadi Mallorca Son Moix,RCD Mallorca,2.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,H
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Rayo Vallecano vs RCD Espanyol,Estadio de Vallecas,Rayo Vallecano,3.0,1.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,H
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Real Madrid vs Deportivo Alavés,Santiago Bernabéu,Real Madrid,0.0,1.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,A
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Real Oviedo vs Villarreal CF,Carlos Tartiere,Real Oviedo,1.0,1.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,D
33,2026-04-22,2026-04-22 14:00:00,2026-04-22 19:00:00,2026-04-22 21:00:00,2026-04-22 22:00:00,2026-04-23 02:00:00,Real Sociedad vs Getafe CF,Estadio Municipal de Anoeta,Real Sociedad,1.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-22 13:00:00,2026-04-22 12:00:00,2026-04-22 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,CA Osasuna vs FC Barcelona,El Sadar,CA Osasuna,1.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,Deportivo Alavés vs Athletic Club,Mendizorroza,Deportivo Alavés,1.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,Getafe CF vs Rayo Vallecano,Estadio Coliseum,Getafe CF,1.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,Girona FC vs RCD Mallorca,Municipal de Montilivi,Girona FC,1.0,0.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,RC Celta vs Elche CF,Estadio Abanca-Balaídos,RC Celta,2.0,0.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,RCD Espanyol vs Real Madrid,RCDE Stadium,RCD Espanyol,2.0,1.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,Real Betis vs Real Oviedo,Estadio La Cartuja de Sevilla,Real Betis,1.0,0.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,Sevilla FC vs Real Sociedad,Ramón Sánchez-Pizjuán,Sevilla FC,0.0,1.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,A
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,Valencia CF vs Atlético de Madrid,Mestalla,Valencia CF,1.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
34,2026-05-03,2026-05-03 14:00:00,2026-05-03 19:00:00,2026-05-03 21:00:00,2026-05-03 22:00:00,2026-05-04 02:00:00,Villarreal CF vs Levante UD,Estadio de la Cerámica,Villarreal CF,2.0,0.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-03 13:00:00,2026-05-03 12:00:00,2026-05-03 11:00:00,H
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Athletic Club vs Valencia CF,San Mamés,Athletic Club,0.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,D
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Atlético de Madrid vs RC Celta,Riyadh Air Metropolitano,Atlético de Madrid,1.0,1.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,D
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Elche CF vs Deportivo Alavés,Martínez Valero,Elche CF,1.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,H
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,FC Barcelona vs Real Madrid,Spotify Camp Nou,FC Barcelona,1.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,H
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Levante UD vs CA Osasuna,Ciutat de Valencia,Levante UD,3.0,2.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,H
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,RCD Mallorca vs Villarreal CF,Estadi Mallorca Son Moix,RCD Mallorca,0.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,D
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Rayo Vallecano vs Girona FC,Estadio de Vallecas,Rayo Vallecano,1.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,H
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Real Oviedo vs Getafe CF,Carlos Tartiere,Real Oviedo,0.0,1.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,A
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Real Sociedad vs Real Betis,Estadio Municipal de Anoeta,Real Sociedad,0.0,1.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,A
35,2026-05-10,2026-05-10 14:00:00,2026-05-10 19:00:00,2026-05-10 21:00:00,2026-05-10 22:00:00,2026-05-11 02:00:00,Sevilla FC vs RCD Espanyol,Ramón Sánchez-Pizjuán,Sevilla FC,1.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-10 13:00:00,2026-05-10 12:00:00,2026-05-10 11:00:00,H
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,CA Osasuna vs Atlético de Madrid,El Sadar,CA Osasuna,0.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,D
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,Deportivo Alavés vs FC Barcelona,Mendizorroza,Deportivo Alavés,2.0,1.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,H
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,Getafe CF vs RCD Mallorca,Estadio Coliseum,Getafe CF,0.0,1.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,A
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,Girona FC vs Real Sociedad,Municipal de Montilivi,Girona FC,0.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,D
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,RC Celta vs Levante UD,Estadio Abanca-Balaídos,RC Celta,0.0,0.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,D
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,RCD Espanyol vs Athletic Club,RCDE Stadium,RCD Espanyol,1.0,1.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,D
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,Real Betis vs Elche CF,Estadio La Cartuja de Sevilla,Real Betis,1.0,0.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,H
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,Real Madrid vs Real Oviedo,Santiago Bernabéu,Real Madrid,2.0,0.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,H
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,Valencia CF vs Rayo Vallecano,Mestalla,Valencia CF,1.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,H
36,2026-05-13,2026-05-13 14:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,2026-05-13 22:00:00,2026-05-14 02:00:00,Villarreal CF vs Sevilla FC,Estadio de la Cerámica,Villarreal CF,2.0,1.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-13 13:00:00,2026-05-13 12:00:00,2026-05-13 11:00:00,H
37,2026-05-17,2026-05-17 14:00:00,2026-05-17 19:00:00,2026-05-17 21:00:00,2026-05-17 22:00:00,2026-05-18 02:00:00,Athletic Club vs RC Celta,San Mamés,Athletic Club,3.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-17 13:00:00,2026-05-17 12:00:00,2026-05-17 11:00:00,H
37,2026-05-17,2026-05-17 14:00:00,2026-05-17 19:00:00,2026-05-17 21:00:00,2026-05-17 22:00:00,2026-05-18 02:00:00,Atlético de Madrid vs Girona FC,Riyadh Air Metropolitano,Atlético de Madrid,2.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-17 13:00:00,2026-05-17 12:00:00,2026-05-17 11:00:00,H
37,2026-05-17,2026-05-17 14:00:00,2026-05-17 19:00:00,2026-05-17 21:00:00,2026-05-17 22:00:00,2026-05-18 02:00:00,CA Osasuna vs RCD Espanyol,El Sadar,CA Osasuna,3.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-05-17 13:00:00,2026-05-17 12:00:00,2026-05-17 11:00:00,H
